Latitude,Longitude,Elevation,Time,Distance,Speed,Anomaly,PM2.5,PM10
33.985063,-118.422034,7.037532496,10-11-2024 21:06,10.42760477,0.024709964,2,22.6,44
33.985084,-118.422144,5.798943593,10-11-2024 21:13,11.08365446,0.00310119,2,22.6,44
33.984997,-118.422085,6.544118892,10-11-2024 22:12,11.373888,1.421736,2,23.9,36
33.984917,-118.422008,6.607931267,10-11-2024 22:13,10.4798511,0.249520264,2,23.9,36
33.984995,-118.422072,6.823451671,10-11-2024 22:13,11.30026183,0.046123518,2,23.9,36
33.985096,-118.422088,6.885134256,10-11-2024 22:17,10.44140789,0.002731923,2,23.9,36
33.985002,-118.422094,7.620596568,10-11-2024 23:21,10.01479398,0.000309519,2,23.4,35
33.985088,-118.422061,6.925368186,11-11-2024 08:20,10.06511637,0.000633026,2,35.1,58
33.985071,-118.422168,6.772868742,11-11-2024 12:45,10.38335709,0.012979196,2,28.8,45
33.985121,-118.422073,6.833734233,11-11-2024 12:59,10.59635498,0.009311384,2,28.8,45
33.985097,-118.422184,6.519478211,11-11-2024 13:18,11.58220554,0.094164273,2,28.8,45
33.98515,-118.422076,5.191458439,11-11-2024 13:20,10.3363677,0.738311978,2,28.8,45
33.98506,-118.422105,5.342029584,11-11-2024 13:20,11.27694627,0.003614406,2,28.8,45
33.98516,-118.422127,6.316597939,11-11-2024 14:12,9.989386461,0.067042862,2,28.8,52
33.985084,-118.422069,6.294107315,11-11-2024 14:14,11.48912687,0.54710128,2,28.8,52
33.985104,-118.421947,3.371495799,11-11-2024 14:15,10.1222715,1.446038786,2,28.8,52
33.985016,-118.421976,2.753341049,11-11-2024 14:15,10.09771804,0.134636241,2,28.8,52
33.984925,-118.421979,3.574914431,11-11-2024 14:16,11.03619704,2.759049259,2,28.8,52
33.984945,-118.421862,4.059300329,11-11-2024 14:16,14.55628633,7.278143164,2,28.8,52
33.985014,-118.421728,4.347169036,11-11-2024 14:16,14.91538452,7.45769226,2,28.8,52
33.985097,-118.421601,4.246983002,11-11-2024 14:16,10.12059456,5.060297281,2,28.8,52
33.985149,-118.421511,3.635243039,11-11-2024 14:16,10.04480284,5.022401418,2,28.8,52
33.985201,-118.421422,3.619943528,11-11-2024 14:16,11.48774622,5.743873108,2,28.8,52
33.985259,-118.421319,3.653176888,11-11-2024 14:16,11.1671779,5.583588948,2,28.8,52
33.985313,-118.421217,3.252404648,11-11-2024 14:16,9.972138172,4.986069086,2,28.8,52
33.98536,-118.421125,3.639763958,11-11-2024 14:16,10.50208313,2.625520783,2,28.8,52
33.985405,-118.421025,3.844694903,11-11-2024 14:16,10.64171428,2.128342855,2,28.8,52
33.985458,-118.420929,3.833449287,11-11-2024 14:17,13.62973681,2.725947361,2,28.8,52
33.985552,-118.420834,3.400070231,11-11-2024 14:17,16.18334189,8.091670944,2,28.8,52
33.985685,-118.420906,3.58221944,11-11-2024 14:17,17.41242137,8.706210687,2,28.8,52
33.985822,-118.420998,3.423299155,11-11-2024 14:17,17.60511497,8.802557487,2,28.8,52
33.985951,-118.421109,3.489341385,11-11-2024 14:17,11.46054499,5.730272497,2,28.8,52
33.98604,-118.421172,3.158835152,11-11-2024 14:17,13.91898518,3.479746296,2,28.8,52
33.98614,-118.421263,3.836957897,11-11-2024 14:17,16.83984274,8.419921368,2,28.8,52
33.986268,-118.421361,4.438147263,11-11-2024 14:17,20.78822396,10.39411198,2,28.8,52
33.986426,-118.421482,4.59038163,11-11-2024 14:17,11.61728785,11.61728785,2,28.8,52
33.986513,-118.421552,4.365639276,11-11-2024 14:17,12.140189,12.140189,2,28.8,52
33.986604,-118.421625,4.600242543,11-11-2024 14:17,12.56157204,12.56157204,2,28.8,52
33.986699,-118.421699,4.758771169,11-11-2024 14:17,12.84830338,12.84830338,2,28.8,52
33.986796,-118.421775,4.921984797,11-11-2024 14:17,12.89142514,12.89142514,2,28.8,52
33.986894,-118.42185,4.906548272,11-11-2024 14:17,12.51150525,12.51150525,2,28.8,52
33.986989,-118.421923,4.843867613,11-11-2024 14:17,12.46865194,12.46865194,2,28.8,52
33.987083,-118.421997,4.98817407,11-11-2024 14:17,11.33013312,11.33013312,2,28.8,52
33.987168,-118.422065,5.066352907,11-11-2024 14:17,17.21908229,8.609541143,2,28.8,52
33.987303,-118.422157,4.423946902,11-11-2024 14:17,12.38754243,1.769648918,2,28.8,52
33.987395,-118.422233,4.391548347,11-11-2024 14:17,16.42678787,8.213393936,2,28.8,52
33.987456,-118.422071,4.490652446,11-11-2024 14:17,19.90001991,9.950009957,2,28.8,52
33.987557,-118.421893,4.698517545,11-11-2024 14:17,11.76514322,11.76514322,2,28.8,52
33.987617,-118.421788,4.976084892,11-11-2024 14:17,13.05617699,13.05617699,2,28.8,52
33.987683,-118.421671,5.321012079,11-11-2024 14:17,13.82698403,13.82698403,2,28.8,52
33.987754,-118.421548,5.381355345,11-11-2024 14:17,14.5484401,14.5484401,2,28.8,52
33.987828,-118.421418,5.290538816,11-11-2024 14:17,14.68735407,14.68735407,2,28.8,52
33.987903,-118.421287,5.439500031,11-11-2024 14:17,15.11761209,15.11761209,2,28.8,52
33.98798,-118.421152,5.442607931,11-11-2024 14:17,15.19393093,15.19393093,2,28.8,52
33.988057,-118.421016,5.437500672,11-11-2024 14:17,14.82635383,14.82635383,2,28.8,52
33.988133,-118.420884,5.306386389,11-11-2024 14:17,13.97922184,13.97922184,2,28.8,52
33.988204,-118.420759,5.27644548,11-11-2024 14:17,12.99424387,12.99424387,2,28.8,52
33.988269,-118.420642,5.214116392,11-11-2024 14:17,11.98021685,11.98021685,2,28.8,52
33.98833,-118.420535,5.058419841,11-11-2024 14:17,10.05753195,10.05753195,2,28.8,52
33.988381,-118.420445,4.855749527,11-11-2024 14:17,16.19340176,8.09670088,2,28.8,52
33.988463,-118.4203,4.809886696,11-11-2024 14:17,11.19586186,3.731953953,2,28.8,52
33.98852,-118.4202,5.353709482,11-11-2024 14:17,11.05703298,5.528516491,2,28.8,52
33.988576,-118.420101,6.010371172,11-11-2024 14:18,19.33069052,9.665345262,2,28.8,52
33.988674,-118.419928,6.042434004,11-11-2024 14:18,11.76503923,11.76503923,2,28.8,52
33.988734,-118.419823,5.877103915,11-11-2024 14:18,12.56363639,12.56363639,2,28.8,52
33.988797,-118.41971,6.138202332,11-11-2024 14:18,13.40999186,13.40999186,2,28.8,52
33.988865,-118.41959,6.020505375,11-11-2024 14:18,14.19431349,14.19431349,2,28.8,52
33.988937,-118.419463,6.016731296,11-11-2024 14:18,13.27125084,13.27125084,2,28.8,52
33.989004,-118.419344,6.170649635,11-11-2024 14:18,12.27171386,12.27171386,2,28.8,52
33.989066,-118.419234,6.26541613,11-11-2024 14:18,10.62663083,10.62663083,2,28.8,52
33.98912,-118.419139,6.238781024,11-11-2024 14:18,14.59905906,7.299529529,2,28.8,52
33.989196,-118.41901,5.981810317,11-11-2024 14:18,11.82809178,0.407865234,2,28.8,52
33.989257,-118.418905,6.507766216,11-11-2024 14:18,11.75241973,5.876209865,2,28.8,52
33.989318,-118.418801,6.715414548,11-11-2024 14:18,17.70237046,8.851185231,2,28.8,52
33.989476,-118.418828,6.835029932,11-11-2024 14:18,14.14241643,7.071208216,2,28.8,52
33.989562,-118.418941,6.876923474,11-11-2024 14:18,13.7284512,4.5761504,2,28.8,52
33.989647,-118.419049,6.81612343,11-11-2024 14:18,11.95683877,11.95683877,2,28.8,52
33.989701,-118.418937,6.787536225,11-11-2024 14:18,16.19379114,8.096895569,2,28.8,52
33.989791,-118.418799,6.96663126,11-11-2024 14:18,11.1508673,11.1508673,2,28.8,52
33.989853,-118.418704,7.068903239,11-11-2024 14:18,11.79274904,11.79274904,2,28.8,52
33.989918,-118.418603,7.270347582,11-11-2024 14:18,13.21268414,13.21268414,2,28.8,52
33.989991,-118.41849,6.909882286,11-11-2024 14:18,13.70870493,13.70870493,2,28.8,52
33.990067,-118.418373,7.174593615,11-11-2024 14:18,14.70568158,14.70568158,2,28.8,52
33.990148,-118.418247,7.250141473,11-11-2024 14:18,15.34803891,15.34803891,2,28.8,52
33.990232,-118.418115,7.114566582,11-11-2024 14:18,16.05791829,16.05791829,2,28.8,52
33.99032,-118.417977,7.118071607,11-11-2024 14:19,16.12106985,16.12106985,2,28.8,52
33.99041,-118.41784,7.153048061,11-11-2024 14:19,15.83869883,15.83869883,2,28.8,52
33.990498,-118.417705,6.803718502,11-11-2024 14:19,16.12555408,16.12555408,2,28.8,52
33.990587,-118.417567,6.701657643,11-11-2024 14:19,16.12554366,16.12554366,2,28.8,52
33.990676,-118.417429,6.709108169,11-11-2024 14:19,15.91153334,15.91153334,2,28.8,52
33.990764,-118.417293,6.483175874,11-11-2024 14:19,16.33956275,16.33956275,2,28.8,52
33.990854,-118.417153,6.446073248,11-11-2024 14:19,16.48049659,16.48049659,2,28.8,52
33.990945,-118.417012,6.422506879,11-11-2024 14:19,16.4075465,16.4075465,2,28.8,52
33.991036,-118.416872,6.612132424,11-11-2024 14:19,16.19864616,16.19864616,2,28.8,52
33.991125,-118.416733,6.645638833,11-11-2024 14:19,16.19863563,16.19863563,2,28.8,52
33.991214,-118.416594,7.063832194,11-11-2024 14:19,16.33950921,16.33950921,2,28.8,52
33.991304,-118.416454,6.67261178,11-11-2024 14:19,14.6325141,14.6325141,2,28.8,52
33.991385,-118.416329,6.468694365,11-11-2024 14:19,12.22081126,12.22081126,2,28.8,52
33.991452,-118.416224,5.907998912,11-11-2024 14:19,14.27750531,7.138752657,2,28.8,52
33.991531,-118.416102,5.571995858,11-11-2024 14:19,10.09878359,5.049391796,2,28.8,52
33.991585,-118.416014,5.218793144,11-11-2024 14:19,18.31752684,9.158763421,2,28.8,52
33.991689,-118.41586,5.15644975,11-11-2024 14:19,11.15071499,11.15071499,2,28.8,52
33.991751,-118.415765,5.395530947,11-11-2024 14:19,12.36162014,12.36162014,2,28.8,52
33.991819,-118.415659,5.601350559,11-11-2024 14:19,13.28563175,13.28563175,2,28.8,52
33.991892,-118.415545,5.571171157,11-11-2024 14:19,13.92246958,13.92246958,2,28.8,52
33.991969,-118.415426,5.555761376,11-11-2024 14:19,14.42378636,14.42378636,2,28.8,52
33.992048,-118.415302,5.966123967,11-11-2024 14:19,14.70546948,14.70546948,2,28.8,52
33.992129,-118.415176,6.426489965,11-11-2024 14:19,14.77349269,14.77349269,2,28.8,52
33.992211,-118.41505,6.38664516,11-11-2024 14:19,14.13643738,14.13643738,2,28.8,52
33.992289,-118.414929,5.768361641,11-11-2024 14:19,12.93063018,12.93063018,2,28.8,52
33.99236,-118.414818,5.755950105,11-11-2024 14:19,11.07807976,11.07807976,2,28.8,52
33.992422,-118.414724,5.666437936,11-11-2024 14:19,15.77035052,7.885175259,2,28.8,52
33.992509,-118.414589,5.351061633,11-11-2024 14:19,10.65109793,0.266277448,2,28.8,52
33.992572,-118.414502,4.352013202,11-11-2024 14:20,13.28633593,6.643167965,2,28.8,52
33.992668,-118.414416,4.776530083,11-11-2024 14:20,19.41922683,9.709613415,2,28.8,52
33.992825,-118.414323,4.605766066,11-11-2024 14:20,11.66215743,11.66215743,2,28.8,52
33.992907,-118.414244,4.81647684,11-11-2024 14:20,12.50692275,12.50692275,2,28.8,52
33.993003,-118.414173,5.162971638,11-11-2024 14:20,13.50493334,13.50493334,2,28.8,52
33.993107,-118.414097,5.448905534,11-11-2024 14:20,13.98019566,13.98019566,2,28.8,52
33.993215,-118.414019,5.77669373,11-11-2024 14:20,14.50327044,14.50327044,2,28.8,52
33.993327,-118.413938,5.801424263,11-11-2024 14:20,15.07427654,15.07427654,2,28.8,52
33.993443,-118.413853,6.43051513,11-11-2024 14:20,15.40673527,15.40673527,2,28.8,52
33.993562,-118.413767,6.571220774,11-11-2024 14:20,15.45471526,15.45471526,2,28.8,52
33.993682,-118.413682,6.796556454,11-11-2024 14:20,15.21708852,15.21708852,2,28.8,52
33.993799,-118.413596,7.151517009,11-11-2024 14:20,13.98203087,13.98203087,2,28.8,52
33.993906,-118.413516,7.111723416,11-11-2024 14:20,13.03002356,13.03002356,2,28.8,52
33.994006,-118.413442,6.844174634,11-11-2024 14:20,11.26973972,11.26973972,2,28.8,52
33.994093,-118.413379,6.823895831,11-11-2024 14:20,15.64445957,7.822229785,2,28.8,52
33.994214,-118.413292,6.300794296,11-11-2024 14:20,16.02488378,4.006220945,2,28.8,52
33.994338,-118.413203,6.695241382,11-11-2024 14:20,17.68985294,8.844926471,2,28.8,52
33.994474,-118.413103,7.398521742,11-11-2024 14:20,10.84311391,10.84311391,2,28.8,52
33.994557,-118.413041,7.237443137,11-11-2024 14:20,11.31771568,11.31771568,2,28.8,52
33.994644,-118.412977,6.822360939,11-11-2024 14:20,10.22356272,10.22356272,2,28.8,52
33.994723,-118.41292,6.813833095,11-11-2024 14:20,12.93399171,6.466995857,2,28.8,52
33.994823,-118.412848,6.652421606,11-11-2024 14:20,13.45705275,3.364263187,2,28.8,52
33.994927,-118.412773,6.862086669,11-11-2024 14:20,15.40666676,7.703333381,2,28.8,52
33.995046,-118.412687,6.762498367,11-11-2024 14:20,20.54289074,10.27144537,2,28.8,52
33.995204,-118.412571,7.153172252,11-11-2024 14:20,12.31587662,12.31587662,2,28.8,52
33.995299,-118.412502,7.328691065,11-11-2024 14:20,13.40969455,13.40969455,2,28.8,52
33.995403,-118.412428,7.812428202,11-11-2024 14:20,13.79047414,13.79047414,2,28.8,52
33.995509,-118.41235,8.499462717,11-11-2024 14:20,14.36211796,14.36211796,2,28.8,52
33.995619,-118.412268,8.20113671,11-11-2024 14:20,14.6458698,14.6458698,2,28.8,52
33.995732,-118.412186,8.618333049,11-11-2024 14:20,14.74090596,14.74090596,2,28.8,52
33.995846,-118.412104,8.88273083,11-11-2024 14:20,14.40825441,14.40825441,2,28.8,52
33.995957,-118.412023,8.875895447,11-11-2024 14:20,14.02792386,14.02792386,2,28.8,52
33.996065,-118.411944,8.662756628,11-11-2024 14:20,13.21930232,13.21930232,2,28.8,52
33.996167,-118.41187,8.373879248,11-11-2024 14:20,11.65005664,11.65005664,2,28.8,52
33.996257,-118.411805,8.03290417,11-11-2024 14:20,10.12859993,10.12859993,2,28.8,52
33.996335,-118.411748,7.122347036,11-11-2024 14:20,15.40660176,7.703300879,2,28.8,52
33.996454,-118.411662,5.247842266,11-11-2024 14:21,14.45642895,1.445642895,2,28.8,52
33.996565,-118.41158,2.096323679,11-11-2024 14:21,16.54782019,8.273910093,2,28.8,52
33.996693,-118.411488,4.59993693,11-11-2024 14:21,10.70268748,10.70268748,2,28.8,52
33.996777,-118.411431,5.3933902,11-11-2024 14:21,11.69792655,11.69792655,2,28.8,52
33.996867,-118.411365,6.081724767,11-11-2024 14:21,12.98166636,12.98166636,2,28.8,52
33.996967,-118.411292,6.664870059,11-11-2024 14:21,13.93263595,13.93263595,2,28.8,52
33.997075,-118.411215,7.510750285,11-11-2024 14:21,14.69357962,14.69357962,2,28.8,52
33.997189,-118.411134,8.210258652,11-11-2024 14:21,14.88349232,14.88349232,2,28.8,52
33.997304,-118.411051,8.249471937,11-11-2024 14:21,15.5972095,15.5972095,2,28.8,52
33.997424,-118.410963,8.598484222,11-11-2024 14:21,16.07233207,16.07233207,2,28.8,52
33.997548,-118.410873,8.588222896,11-11-2024 14:21,16.12003289,16.12003289,2,28.8,52
33.997673,-118.410784,8.461554463,11-11-2024 14:21,16.16734694,16.16734694,2,28.8,52
33.997798,-118.410694,8.539982308,11-11-2024 14:21,16.4526863,16.4526863,2,28.8,52
33.997925,-118.410602,8.392761057,11-11-2024 14:21,15.78832353,15.78832353,2,28.8,52
33.998048,-118.410516,8.928601318,11-11-2024 14:21,14.83661158,14.83661158,2,28.8,52
33.998162,-118.410432,8.630374142,11-11-2024 14:21,12.98161519,12.98161519,2,28.8,52
33.998262,-118.410359,8.697435859,11-11-2024 14:21,10.93732327,10.93732327,2,28.8,52
33.998346,-118.410297,8.752532439,11-11-2024 14:21,12.41080005,6.205400025,2,28.8,52
33.998442,-118.410228,8.548806377,11-11-2024 14:21,11.69786686,3.899288952,2,28.8,52
33.998532,-118.410162,9.034495217,11-11-2024 14:21,18.02190355,9.010951775,2,28.8,52
33.998671,-118.410061,10.32640947,11-11-2024 14:21,11.41347875,11.41347875,2,28.8,52
33.99876,-118.409999,10.47899861,11-11-2024 14:21,12.52652648,12.52652648,2,28.8,52
33.99886,-118.409936,10.46693958,11-11-2024 14:21,13.65785344,13.65785344,2,28.8,52
33.998968,-118.409865,10.79718076,11-11-2024 14:21,13.88561082,13.88561082,2,28.8,52
33.999076,-118.409789,10.763966,11-11-2024 14:21,14.31344064,14.31344064,2,28.8,52
33.999186,-118.409708,10.91903148,11-11-2024 14:21,13.90328302,13.90328302,2,28.8,52
33.99929,-118.409624,11.05071192,11-11-2024 14:21,13.4101229,13.4101229,2,28.8,52
33.999388,-118.409539,10.75093311,11-11-2024 14:21,12.78047484,12.78047484,2,28.8,52
33.999482,-118.409459,10.5702953,11-11-2024 14:21,12.34875792,12.34875792,2,28.8,52
33.999573,-118.409382,10.50863659,11-11-2024 14:21,12.22232747,12.22232747,2,28.8,52
33.999662,-118.409304,10.39532042,11-11-2024 14:21,12.6545379,12.6545379,2,28.8,52
33.999754,-118.409223,10.2546887,11-11-2024 14:21,12.72725494,12.72725494,2,28.8,52
33.999848,-118.409144,10.24680055,11-11-2024 14:21,13.23090125,13.23090125,2,28.8,52
33.999944,-118.409059,10.19094576,11-11-2024 14:21,13.0932076,13.0932076,2,28.8,52
34.000042,-118.40898,9.582840734,11-11-2024 14:21,13.12207064,13.12207064,2,28.8,52
34.000138,-118.408897,9.533754886,11-11-2024 14:21,12.0085053,12.0085053,2,28.8,52
34.000222,-118.408815,9.423034378,11-11-2024 14:21,14.53051999,7.265259994,2,28.8,52
34.000321,-118.408712,8.414983355,11-11-2024 14:21,11.30271325,1.130271325,2,28.8,52
34.000382,-118.408614,6.759607746,11-11-2024 14:22,10.14004412,2.028008824,2,28.8,52
34.000465,-118.408568,6.164164419,11-11-2024 14:22,13.6096993,2.268283216,2,28.8,52
34.000581,-118.40852,5.726081513,11-11-2024 14:22,15.99472766,2.284961094,2,28.8,52
34.000701,-118.408424,5.252829955,11-11-2024 14:22,16.11988407,8.059942034,2,28.8,52
34.000826,-118.408335,3.156856713,11-11-2024 14:22,17.68949973,8.844749864,2,28.8,52
34.000962,-118.408235,2.374714925,11-11-2024 14:22,15.88413939,7.942069695,2,28.8,52
34.001086,-118.408149,2.028439801,11-11-2024 14:22,14.76505934,7.382529669,2,28.8,52
34.001196,-118.408059,1.667566746,11-11-2024 14:22,16.40583483,8.202917416,2,28.8,52
34.001322,-118.407966,1.647579757,11-11-2024 14:22,17.97520298,8.987601492,2,28.8,52
34.00146,-118.407864,6.618456705,11-11-2024 14:22,18.35890435,9.179452177,2,28.8,52
34.0016,-118.407758,8.348747212,11-11-2024 14:22,19.06819781,9.534098907,2,28.8,52
34.001748,-118.407653,8.859884383,11-11-2024 14:22,20.64385949,10.32192975,2,28.8,52
34.00191,-118.407543,9.545986713,11-11-2024 14:22,11.03282339,11.03282339,2,28.8,52
34.001996,-118.407483,10.07897089,11-11-2024 14:22,11.28930684,11.28930684,2,28.8,52
34.00208,-118.407414,10.55392873,11-11-2024 14:22,11.99367999,11.99367999,2,28.8,52
34.002175,-118.407352,10.43484236,11-11-2024 14:22,10.33550158,10.33550158,2,28.8,52
34.002252,-118.407289,10.76269113,11-11-2024 14:22,16.17265225,8.086326124,2,28.8,52
34.002375,-118.407195,10.82342323,11-11-2024 14:22,14.46011661,7.230058303,2,28.8,52
34.002485,-118.407111,10.60953055,11-11-2024 14:22,15.93120342,7.965601711,2,28.8,52
34.002607,-118.40702,10.27155304,11-11-2024 14:22,12.56089739,6.280448695,2,28.8,52
34.002702,-118.406946,10.58174446,11-11-2024 14:22,11.31754195,1.886256991,2,28.8,52
34.00279,-118.406884,10.7173174,11-11-2024 14:22,11.79779831,1.310866479,2,28.8,52
34.002854,-118.406782,10.15902671,11-11-2024 14:23,14.51465546,7.257327731,2,28.8,52
34.002793,-118.406643,9.987731501,11-11-2024 14:23,10.10753592,10.10753592,2,28.8,52
34.00274,-118.406554,9.955453957,11-11-2024 14:23,11.40042403,11.40042403,2,28.8,52
34.002686,-118.406449,10.36945078,11-11-2024 14:23,12.67481885,12.67481885,2,28.8,52
34.00262,-118.406337,10.58844522,11-11-2024 14:23,13.91542475,13.91542475,2,28.8,52
34.00255,-118.406212,10.88569439,11-11-2024 14:23,15.03973617,15.03973617,2,28.8,52
34.002473,-118.406078,11.26889026,11-11-2024 14:23,16.16591267,16.16591267,2,28.8,52
34.002389,-118.405935,11.38737681,11-11-2024 14:23,16.83714675,16.83714675,2,28.8,52
34.002304,-118.405784,11.22052018,11-11-2024 14:23,17.32979489,17.32979489,2,28.8,52
34.002216,-118.405629,11.29341508,11-11-2024 14:23,17.11466581,17.11466581,2,28.8,52
34.002129,-118.405476,11.09877034,11-11-2024 14:23,17.25356358,17.25356358,2,28.8,52
34.002041,-118.405322,11.01754981,11-11-2024 14:23,17.54498155,17.54498155,2,28.8,52
34.001952,-118.405165,10.7706022,11-11-2024 14:23,17.97532058,17.97532058,2,28.8,52
34.001861,-118.405004,11.00897003,11-11-2024 14:23,18.14405833,18.14405833,2,28.8,52
34.001771,-118.40484,10.91625223,11-11-2024 14:23,18.74601913,18.74601913,2,28.8,52
34.001675,-118.404673,10.94604433,11-11-2024 14:23,18.88511309,18.88511309,2,28.8,52
34.001578,-118.404505,10.65331483,11-11-2024 14:23,18.83612373,18.83612373,2,28.8,52
34.001483,-118.404336,10.56104945,11-11-2024 14:23,19.11356389,19.11356389,2,28.8,52
34.001386,-118.404165,10.66956607,11-11-2024 14:23,19.16355003,19.16355003,2,28.8,52
34.001287,-118.403995,10.7427297,11-11-2024 14:23,19.19001995,19.19001995,2,28.8,52
34.00119,-118.403823,10.30200494,11-11-2024 14:23,18.92828445,18.92828445,2,28.8,52
34.001096,-118.403652,10.50815389,11-11-2024 14:23,18.17693805,18.17693805,2,28.8,52
34.001003,-118.40349,10.56068035,11-11-2024 14:23,17.20599555,17.20599555,2,28.8,52
34.000917,-118.403335,10.48371759,11-11-2024 14:23,17.12919871,17.12919871,2,28.8,52
34.000831,-118.403181,10.8782362,11-11-2024 14:23,17.0525562,17.0525562,2,28.8,52
34.000745,-118.403028,10.85967624,11-11-2024 14:23,17.11486574,17.11486574,2,28.8,52
34.000658,-118.402875,10.8541388,11-11-2024 14:23,17.03865934,17.03865934,2,28.8,52
34.000571,-118.402723,10.31255614,11-11-2024 14:23,17.17767743,17.17767743,2,28.8,52
34.000483,-118.40257,10.17581807,11-11-2024 14:23,17.25378839,17.25378839,2,28.8,52
34.000395,-118.402416,10.22687867,11-11-2024 14:23,17.57548149,17.57548149,2,28.8,52
34.000308,-118.402257,10.10667567,11-11-2024 14:23,17.7136609,17.7136609,2,28.8,52
34.00022,-118.402097,10.33005533,11-11-2024 14:23,17.68406555,17.68406555,2,28.8,52
34.00013,-118.401939,10.61826462,11-11-2024 14:23,17.45601101,17.45601101,2,28.8,52
34.00004,-118.401784,11.22086186,11-11-2024 14:23,14.59783146,14.59783146,2,28.8,52
33.999964,-118.401655,10.97053194,11-11-2024 14:23,12.83971686,12.83971686,2,28.8,52
33.999899,-118.40154,10.40839473,11-11-2024 14:23,12.85468361,12.85468361,2,28.8,52
33.999835,-118.401424,10.09875052,11-11-2024 14:23,12.83973006,12.83973006,2,28.8,52
33.99977,-118.401309,9.515123758,11-11-2024 14:23,13.500615,13.500615,2,28.8,52
33.999703,-118.401187,9.58293295,11-11-2024 14:23,13.97794475,13.97794475,2,28.8,52
33.999632,-118.401062,9.269008027,11-11-2024 14:23,14.79262667,14.79262667,2,28.8,52
33.999559,-118.400928,8.702370094,11-11-2024 14:23,15.65406383,15.65406383,2,28.8,52
33.999482,-118.400786,8.751235022,11-11-2024 14:23,15.90050364,15.90050364,2,28.8,52
33.999401,-118.400644,8.798673337,11-11-2024 14:23,17.45621971,17.45621971,2,28.8,52
33.99932,-118.400482,6.480207887,11-11-2024 14:23,17.6984148,17.6984148,2,28.8,52
33.999231,-118.400323,6.061943723,11-11-2024 14:23,17.85208125,17.85208125,2,28.8,52
33.999142,-118.400162,5.602524251,11-11-2024 14:23,18.7492452,18.7492452,2,28.8,52
33.99903,-118.40001,4.818495438,11-11-2024 14:23,19.53873209,19.53873209,2,28.8,52
33.998923,-118.399842,4.12511542,11-11-2024 14:23,18.04568696,18.04568696,2,28.8,52
33.998824,-118.399687,3.318604889,11-11-2024 14:23,18.37657583,18.37657583,2,28.8,52
